61,-1,-1,-1,-1,-1, Bullet can pierce
-5,0,5,500,0,0
0,434,383,54,0,1
289,384,94,50,0,1
385,515,577,6,2000000001,0
434,386,204,28,0,1
706,386,188,28,0,1
960,386,94,126,0,1
1054,449,97,63,0,1
1150,515,629,6,2000000001,0
1207,257,48,46,0,0
1216,418,14,65,0,1
1230,418,24,28,0,1
1254,414,42,18,0,1,1
1280,408,52,16,0,1,1
1299,403,50,13,0,1,1
1316,399,48,9,0,1,1
1332,395,49,8,0,1,1
1348,391,39,6,0,1,1
1372,386,66,28,0,1,1
1488,386,87,28,0,1
1575,390,23,24,0,1
1598,395,22,19,0,1
1620,400,19,14,0,1
1639,407,26,9,0,1
1665,412,24,9,0,1
1689,417,37,29,0,1
1776,450,111,61,0,1
1887,417,190,94,0,1
2176,261,158,155,0,0
2143,417,191,124,0,1
1893,511,184,248,0,1
2304,541,156,48,0,0
2077,706,480,61,0,1
2496,387,445,171,0,1
2550,770,3000,10,2000000001,0
2590,675,38,27,0,1
2650,675,170,28,0,1
2798,261,47,126,0,1
2843,675,40,28,0,1
2845,261,96,57,0,1
2908,675,34,28,0,1
2940,227,1067,28,0,1
2991,658,84,28,0,1
3101,658,99,28,0,1
3229,658,66,28,0,1
3343,674,85,29,0,1
3230,562,129,28,0,1
3423,547,288,27,0,1
3453,674,101,30,0,1
3581,674,36,29,0,1
3677,674,133,29,0,1
3838,674,193,29,0,1
3166,322,225,29,0,1
3455,386,288,28,0,1
3743,482,192,28,0,1
4006,0,151,287,0,0
4032,417,340,257,0,1
4224,161,189,256,0,1
4224,128,94,33,0,1
4448,178,190,27,0,1
4672,146,221,29,0,1
4928,146,189,29,0,1
5185,177,156,30,0,1
5376,160,141,288,0,1
5569,14,156,368,0,0
5517,449,177,62,0,1
5692,518,1604,20,2000000001,0
5728,449,238,38,0,0
5792,417,174,32,0,0
5725,305,305,13,0,1
5966,465,80,22,0,0
6015,273,160,93,0,0
6095,465,127,23,0,0
6207,416,254,95,0,0
6271,353,158,63,0,0
6461,449,129,13,0,0
6489,369,36,13,0,0
6511,337,14,32,0,0
6525,337,145,14,0,0
6576,417,77,45,0,0
6653,448,161,40,0,0
6656,305,77,46,0,0
6733,336,321,15,0,0
6864,448,157,39,0,0
7008,417,126,71,0,0
7039,305,15,46,0,0
7054,305,159,14,0,0
7200,305,13,182,0,1
7295,417,461,88,0,1
7391,273,62,93,0,0
7453,273,258,77,0,0
7711,273,45,94,0,0
7756,448,402,29,0,0
8095,180,15,300,0,0
